Date,Portfolio,Rep,Sector,High,Low
3/29/2019 0:00,P4,Paul,Energy,34.65,24.0394
3/29/2019 0:00,P5,George,Information Technology,121.9575,73.0296
3/29/2019 0:00,P1,Ringo,Industrials,62.8119,44.1
3/29/2019 0:00,P2,John,Financials,57.8102,44.0118
3/29/2019 0:00,P3,Paul,Consumer Staples,151.904,121.6082
3/29/2019 0:00,P4,George,Health Care,253.8261,183.2796
3/29/2019 0:00,P5,Ringo,Consumer Staples,115.3251,96.87398
3/29/2019 0:00,P1,John,Materials,34.7036,18.8454
3/29/2019 0:00,P2,Paul,Financials,149.0445,111.4848
3/29/2019 0:00,P3,George,Consumer Discretionary,118.422,94.276
3/29/2019 0:00,P4,Ringo,Health Care,226.44,148.6562
3/29/2019 0:00,P5,John,Consumer Discretionary,111.44,76.3714
3/29/2019 0:00,P1,Paul,Consumer Discretionary,105.978,84.1624
3/29/2019 0:00,P2,George,Consumer Discretionary,83.0892,65.1112
3/29/2019 0:00,P3,Ringo,Financials,93.595,72.0594
3/29/2019 0:00,P4,John,Information Technology,88.1216,49.9408
3/29/2019 0:00,P5,Paul,Consumer Discretionary,81.0264,48.8726
3/29/2019 0:00,P1,George,Industrials,327.8076,199.6456
3/29/2019 0:00,P2,Ringo,Consumer Discretionary,54.3558,28.91
3/29/2019 0:00,P3,John,Consumer Discretionary,39.9177,24.3138
3/29/2019 0:00,P4,Paul,Consumer Discretionary,38.9456,23.814
3/29/2019 0:00,P5,George,Consumer Staples,85.4965,56.056
3/29/2019 0:00,P1,Ringo,Financials,57.915,48.5443
3/29/2019 0:00,P2,John,Real Estate,40.3029,32.6438
3/29/2019 0:00,P3,Paul,Consumer Discretionary,314.86,184.2008
3/29/2019 0:00,P4,George,Consumer Discretionary,23.9292,11.172
3/29/2019 0:00,P5,Ringo,Consumer Discretionary,21.58695,10.1528
3/29/2019 0:00,P1,John,Industrials,145.911,99.0388
3/29/2019 0:00,P2,Paul,Industrials,82.2096,55.3798
3/29/2019 0:00,P3,George,Health Care,248.2821,153.3602
3/29/2019 0:00,P4,Ringo,Industrials,132.8194,100.0776
3/29/2019 0:00,P5,John,Industrials,192.78,98.60858
3/29/2019 0:00,P1,Paul,Industrials,137.8476,104.909
3/29/2019 0:00,P2,George,Health Care,129.74,93.3548
3/29/2019 0:00,P3,Ringo,Financials,58.73,42.679
3/29/2019 0:00,P4,John,Consumer Discretionary,82.95,47.089
3/29/2019 0:00,P5,Paul,Energy,99.95,59.4762
3/29/2019 0:00,P1,George,Health Care,127.6842,76.1754
3/29/2019 0:00,P2,Ringo,Real Estate,73.8072,50.764
3/29/2019 0:00,P3,John,Information Technology,119.4628,79.5466
3/29/2019 0:00,P4,Paul,Industrials,98.5292,74.088
3/29/2019 0:00,P5,George,Telecommunication Services,53.6746,41.944
3/29/2019 0:00,P1,Ringo,Health Care,178.4541,82.7022
3/29/2019 0:00,P2,John,Consumer Discretionary,46.2528,21.6874
3/29/2019 0:00,P3,Paul,Information Technology,128.1488,83.1824
3/29/2019 0:00,P4,George,Real Estate,112.8372,64.689898
3/29/2019 0:00,P5,Ringo,Materials,142.612,106.771
3/29/2019 0:00,P1,John,Consumer Staples,107.7804,65.5522
3/29/2019 0:00,P2,Paul,Consumer Staples,88,62.5436
3/29/2019 0:00,P3,George,Industrials,90.6273,68.159
3/29/2019 0:00,P4,Ringo,Health Care,222.402,143.0212
3/29/2019 0:00,P5,John,Utilities,71.4918,55.4974
3/29/2019 0:00,P1,Paul,Financials,64.9838,48.2846
3/29/2019 0:00,P2,George,Real Estate,79.7334,54.1842
3/29/2019 0:00,P3,Ringo,Information Technology,97.6854,69.9524
3/29/2019 0:00,P4,John,Information Technology,21.9879,18.0222
3/29/2019 0:00,P5,Paul,Materials,72.981,48.2454
3/29/2019 0:00,P1,George,Real Estate,38.2689,30.331392
3/29/2019 0:00,P2,Ringo,Consumer Discretionary,207.0498,155.624
3/29/2019 0:00,P3,John,Energy,34.3434,26.282424
3/29/2019 0:00,P4,Paul,Financials,165,118.45162
3/29/2019 0:00,P5,George,Consumer Discretionary,126.6804,78.5078
3/29/2019 0:00,P1,Ringo,Consumer Discretionary,205.6663,90.8166
3/29/2019 0:00,P2,John,Utilities,51.1756,40.3368
3/29/2019 0:00,P3,Paul,Information Technology,37.7942,26.1072
3/29/2019 0:00,P4,George,Information Technology,75.7148,53.8902
3/29/2019 0:00,P5,Ringo,Financials,48.2154,33.0946
3/29/2019 0:00,P1,John,Industrials,75.2738,45.9228
3/29/2019 0:00,P2,Paul,Consumer Discretionary,87.7993,61.593
3/29/2019 0:00,P3,George,Health Care,130.8202,106.0066
3/29/2019 0:00,P4,Ringo,Financials,55.61,37.6614
3/29/2019 0:00,P5,John,Health Care,78.5274,50.96
4/30/2019 0:00,P1,John,Industrials,264.9654,171.9802
4/30/2019 0:00,P2,Paul,Industrials,68.39,47.9465
4/30/2019 0:00,P3,George,Health Care,63.954,41.4344
4/30/2019 0:00,P4,Ringo,Health Care,128.3772,58.849
4/30/2019 0:00,P5,John,Information Technology,160.974,112.5236
4/30/2019 0:00,P1,Paul,Information Technology,76.4439,38.1514
4/30/2019 0:00,P2,George,Industrials,220.8528,139.16
4/30/2019 0:00,P3,Ringo,Information Technology,208.539,112.16198
4/30/2019 0:00,P4,John,Consumer Discretionary,169.55,77.2338
4/30/2019 0:00,P5,Paul,Information Technology,15.337,9.506
4/30/2019 0:00,P1,George,Utilities,12.05,9.8
4/30/2019 0:00,P2,Ringo,Health Care,196.344,117.1198
4/30/2019 0:00,P3,John,Financials,212.6551,145.8338
4/30/2019 0:00,P4,Paul,Financials,91.73,67.424
4/30/2019 0:00,P5,George,Health Care,75,48.2454
4/30/2019 0:00,P1,Ringo,Materials,178.6734,130.957498
4/30/2019 0:00,P2,John,Information Technology,68.1688,43.757
4/30/2019 0:00,P3,Paul,Industrials,103.4586,58.065
4/30/2019 0:00,P4,George,Materials,147.8898,88.543
4/30/2019 0:00,P5,Ringo,Real Estate,131.6826,104.7522
4/30/2019 0:00,P1,John,Health Care,147.8466,94.2564
4/30/2019 0:00,P2,Paul,Health Care,287.32,90.7578
4/30/2019 0:00,P3,George,Industrials,90.7081,65.3856
4/30/2019 0:00,P4,Ringo,Health Care,261.936,156.8686
4/30/2019 0:00,P5,John,Information Technology,283.8966,204.82
4/30/2019 0:00,P1,Paul,Utilities,45.55,36.1032
4/30/2019 0:00,P2,George,Financials,103.2528,76.1754
4/30/2019 0:00,P3,Ringo,Information Technology,1186.02,807.814
4/30/2019 0:00,P4,John,Information Technology,1198.7589,787.126494
4/30/2019 0:00,P5,Paul,Consumer Staples,76.2342,58.8098
4/30/2019 0:00,P1,George,Consumer Discretionary,1512.98,796.25
4/30/2019 0:00,P2,Ringo,Utilities,64.2411,50.7738
4/30/2019 0:00,P3,John,Industrials,59.08,38.4258
4/30/2019 0:00,P4,Paul,Utilities,77.2893,61.4362
4/30/2019 0:00,P5,George,Financials,104.4327,73.9998
4/30/2019 0:00,P1,Ringo,Financials,67.3,56.693
4/30/2019 0:00,P2,John,Real Estate,155.28,101.2928
4/30/2019 0:00,P3,Paul,Utilities,91.4463,70.4522
4/30/2019 0:00,P4,George,Financials,187.578,116.4632
4/30/2019 0:00,P5,Ringo,Health Care,105.2073,70.462
4/30/2019 0:00,P1,John,Industrials,78.51,50.2838
4/30/2019 0:00,P2,Paul,Health Care,203.2423,149.1168
4/30/2019 0:00,P3,George,Information Technology,95.4924,65.9148
4/30/2019 0:00,P4,Ringo,Energy,70.7,39.1608
4/30/2019 0:00,P5,John,Information Technology,97.3962,73.157
4/30/2019 0:00,P1,Paul,Energy,120.4929,73.6078
4/30/2019 0:00,P2,George,Information Technology,161.602,92.6296
4/30/2019 0:00,P3,Ringo,Health Care,265.2705,153.6738
4/30/2019 0:00,P4,John,Financials,152.78,110.955698
4/30/2019 0:00,P5,Paul,Energy,57.9,37.3772
4/30/2019 0:00,P1,George,Real Estate,45.9179,38.073
4/30/2019 0:00,P2,Ringo,Information Technology,178.299,128.4976
4/30/2019 0:00,P3,John,Information Technology,60.2811,33.8884
4/30/2019 0:00,P4,Paul,Consumer Discretionary,95.9409,81.3106
4/30/2019 0:00,P5,George,Consumer Staples,48.3888,37.8182
4/30/2019 0:00,P1,Ringo,Industrials,31.17,21.3199
4/30/2019 0:00,P2,John,Financials,71.961,52.5574
4/30/2019 0:00,P3,Paul,Financials,105.91515,84.1918
4/30/2019 0:00,P4,George,Telecommunication Services,43.127,31.899
4/30/2019 0:00,P5,Ringo,Information Technology,133.722,80.115
4/30/2019 0:00,P1,John,Information Technology,126.4924,93.59
4/30/2019 0:00,P2,Paul,Consumer Discretionary,789.9111,481.3074
4/30/2019 0:00,P3,George,Real Estate,203.5104,152.8898
4/30/2019 0:00,P4,Ringo,Materials,123.67,76.90158
4/30/2019 0:00,P5,John,Energy,58.3073,27.4694
4/30/2019 0:00,P1,Paul,Materials,44.1048,34.888
4/30/2019 0:00,P2,George,Financials,32.3433,21.6286
4/30/2019 0:00,P3,Ringo,Health Care,71.1284,47.187
4/30/2019 0:00,P4,John,Financials,54.8702,40.3466
4/30/2019 0:00,P5,Paul,Health Care,253.356576,172.1468
4/30/2019 0:00,P1,George,Financials,215.4438,157.7114
4/30/2019 0:00,P2,Ringo,Consumer Discretionary,80.1618,40.8366
4/30/2019 0:00,P3,John,Health Care,377.9814,239.3944
4/30/2019 0:00,P4,Paul,Financials,594.52,360.64
4/30/2019 0:00,P5,George,Financials,31.164,19.453
4/30/2019 0:00,P1,Ringo,Industrials,354.221,160.4162
4/30/2019 0:00,P2,John,Consumer Discretionary,57.6378,36.7892
4/30/2019 0:00,P3,Paul,Real Estate,138.7287,109.6326
4/30/2019 0:00,P4,George,Health Care,29.93,22.8242
4/30/2019 0:00,P5,Ringo,Financials,73.5,51.69598
4/30/2019 0:00,P1,John,Health Care,66.761,50.0976
4/30/2019 0:00,P2,Paul,Information Technology,282.8232,198.5578
4/30/2019 0:00,P3,George,Consumer Staples,69.9028,44.5067
4/30/2019 0:00,P4,Ringo,Industrials,102.1836,62.1418
4/30/2019 0:00,P5,John,Information Technology,36.56,29.841
4/30/2019 0:00,P1,Paul,Energy,29.8657,20.972
4/30/2019 0:00,P2,George,Information Technology,46.92,28.4298
4/30/2019 0:00,P3,Ringo,Consumer Staples,62.9454,42.63
4/30/2019 0:00,P4,John,Financials,105.435,74.529
4/30/2019 0:00,P5,Paul,Health Care,84.88,53.5668
4/30/2019 0:00,P1,George,Consumer Discretionary,77.64,53.2042
4/30/2019 0:00,P2,Ringo,Consumer Discretionary,71.246,53.655
4/30/2019 0:00,P3,John,Industrials,169.7752,88.5332
4/30/2019 0:00,P4,Paul,Financials,141.3108,75.215
4/30/2019 0:00,P5,George,Real Estate,46.134,29.8214
4/30/2019 0:00,P1,Ringo,Consumer Discretionary,68.6931,51.695
4/30/2019 0:00,P2,John,Health Care,148.6417,90.993
4/30/2019 0:00,P3,Paul,Health Care,114.6684,63.7294
4/30/2019 0:00,P4,George,Utilities,31.059,24.9998
4/30/2019 0:00,P5,Ringo,Telecommunication Services,27.8861,12.89778
4/30/2019 0:00,P1,John,Health Care,75.3372,50.236466
4/30/2019 0:00,P2,Paul,Materials,44.8596,24.5392
4/30/2019 0:00,P3,George,Financials,56.25,36.4168
4/30/2019 0:00,P4,Ringo,Consumer Discretionary,412.9183,302.134
4/30/2019 0:00,P5,John,Energy,6.6559,2.744
4/30/2019 0:00,P1,Paul,Energy,132.5412,100.499
4/30/2019 0:00,P2,George,Consumer Discretionary,508.98,257.74
4/30/2019 0:00,P3,Ringo,Financials,160.65,127.5666
4/30/2019 0:00,P4,John,Consumer Staples,53.638101,42.3458
4/30/2019 0:00,P5,Paul,Health Care,222.5874,139.0914
4/30/2019 0:00,P1,George,Energy,137.6731,87.7002
4/30/2019 0:00,P2,Ringo,Financials,83.6196,66.8752
4/30/2019 0:00,P3,John,Industrials,169.96,111.5142
4/30/2019 0:00,P4,Paul,Information Technology,42.1204,29.7528
4/30/2019 0:00,P5,George,Financials,79.893,55.0172
4/30/2019 0:00,P1,Ringo,Financials,48.7123,30.8798
4/30/2019 0:00,P2,John,Information Technology,95.95,71.867908
4/30/2019 0:00,P3,Paul,Financials,163,112.521248
4/30/2019 0:00,P4,George,Utilities,50.85,40.2486
4/30/2019 0:00,P5,Ringo,Consumer Staples,49.10115,39.4156
4/30/2019 0:00,P1,John,Information Technology,80.8656,53.6648
4/30/2019 0:00,P2,Paul,Consumer Staples,77.1309,64.9348
4/30/2019 0:00,P3,George,Consumer Discretionary,44.88,34.0844
4/30/2019 0:00,P4,Ringo,Financials,96.2164,62.7592
4/30/2019 0:00,P5,John,Consumer Staples,41.2632,31.5168
4/30/2019 0:00,P1,Paul,Energy,161.2809,104.5954
4/30/2019 0:00,P2,George,Energy,61.92815,41.4197
4/30/2019 0:00,P3,Ringo,Utilities,91.494,71.1774
4/30/2019 0:00,P4,John,Consumer Staples,229.5,148.9698
4/30/2019 0:00,P5,Paul,Information Technology,34.398,25.7838
4/30/2019 0:00,P1,George,Consumer Staples,197.8812,147
4/30/2019 0:00,P2,Ringo,Consumer Staples,20.96325,13.9552
4/30/2019 0:00,P3,John,Real Estate,112.6706,85.1914
4/30/2019 0:00,P4,Paul,Information Technology,33.79,26.8324
4/30/2019 0:00,P5,George,Industrials,58.8392,44.5018
4/30/2019 0:00,P1,Ringo,Industrials,190.2964,140.953498
4/30/2019 0:00,P2,John,Consumer Staples,82.32,65.121
4/30/2019 0:00,P3,Paul,Consumer Discretionary,53.8532,28.784168
4/30/2019 0:00,P4,George,Health Care,102.7236,77.3906
4/30/2019 0:00,P5,Ringo,Consumer Discretionary,100.11,70.266
4/30/2019 0:00,P1,John,Health Care,80.71,51.4598
4/30/2019 0:00,P2,Paul,Industrials,168.5208,104.5856
4/30/2019 0:00,P3,George,Industrials,62.0058,42.9338
4/30/2019 0:00,P4,Ringo,Health Care,67.6004,51.4843
4/30/2019 0:00,P5,John,Energy,48.195,28.218806
4/30/2019 0:00,P1,Paul,Real Estate,127.23,99.07898
4/30/2019 0:00,P2,George,Financials,83.5686,56.35
4/30/2019 0:00,P3,Ringo,Consumer Discretionary,30.5525,15.6702
4/30/2019 0:00,P4,John,Consumer Discretionary,29.7636,14.6902
4/30/2019 0:00,P5,Paul,Consumer Discretionary,65.835,41.6304
4/30/2019 0:00,P1,George,Consumer Discretionary,103.7036,64.6506
4/30/2019 0:00,P2,Ringo,Consumer Discretionary,116.65,64.3174
4/30/2019 0:00,P3,John,Utilities,83.594,70.1582
4/30/2019 0:00,P4,Paul,Industrials,111.2412,73.9998
4/30/2019 0:00,P5,George,Materials,76.3092,62.7298
4/30/2019 0:00,P1,Ringo,Consumer Staples,125.3835,81.5654
4/30/2019 0:00,P2,John,Utilities,116.74,94.6288
4/30/2019 0:00,P3,Paul,Utilities,91.8,71.4714
4/30/2019 0:00,P4,George,Real Estate,29.8386,24.2354
4/30/2019 0:00,P5,Ringo,Information Technology,100.891,66.4048
4/30/2019 0:00,P1,John,Financials,56,31.605
4/30/2019 0:00,P2,Paul,Materials,106.1616,74.4996
4/30/2019 0:00,P3,George,Industrials,91.647,68.061
4/30/2019 0:00,P4,Ringo,Information Technology,47.4599,31.2522
4/30/2019 0:00,P5,John,Materials,141.905,117.2178
4/30/2019 0:00,P1,Paul,Utilities,81.7124,57.5848
4/30/2019 0:00,P2,George,Health Care,137.0952,87.416
4/30/2019 0:00,P3,Ringo,Information Technology,128.3898,79.6446
4/30/2019 0:00,P4,John,Industrials,75.939,55.6346
4/30/2019 0:00,P5,Paul,Utilities,87.0705,68.2374
4/30/2019 0:00,P1,George,Health Care,74.46,23.2946
4/30/2019 0:00,P2,Ringo,Energy,117.81,80.3502
4/30/2019 0:00,P3,John,Energy,67.84,46.1874
4/30/2019 0:00,P4,Paul,Industrials,145.5498,88.9056
4/30/2019 0:00,P5,George,Real Estate,500.29845,354.662
4/30/2019 0:00,P1,Ringo,Real Estate,69.0459,54.9486
4/30/2019 0:00,P2,John,Real Estate,270.04,209.7494
4/30/2019 0:00,P3,Paul,Consumer Staples,140.1274,80.0562
4/30/2019 0:00,P4,George,Financials,274.3983,204.6338
4/30/2019 0:00,P5,Ringo,Utilities,66.15,54.096
4/30/2019 0:00,P1,John,Utilities,42.67,32.634
4/30/2019 0:00,P2,Paul,Consumer Discretionary,164.22,113.239
4/30/2019 0:00,P3,George,Industrials,66.1892,50.9208
4/30/2019 0:00,P4,Ringo,Health Care,84.31985,54.684
4/30/2019 0:00,P5,John,Real Estate,88.56,69.9132
4/30/2019 0:00,P1,Paul,Energy,87.514,74.529
4/30/2019 0:00,P2,George,Information Technology,146.51,112.3374
4/30/2019 0:00,P3,Ringo,Information Technology,195.32,129.7912
4/30/2019 0:00,P4,John,Industrials,56.6587,38.9942
4/30/2019 0:00,P5,Paul,Real Estate,142.3521,107.5452
4/30/2019 0:00,P1,George,Industrials,274.66,179.2322
4/30/2019 0:00,P2,Ringo,Information Technology,103.65,76.0774
4/30/2019 0:00,P3,John,Financials,34.2491,22.736
4/30/2019 0:00,P4,Paul,Utilities,35.9244,27.3714
4/30/2019 0:00,P5,George,Information Technology,141.316,104.076
4/30/2019 0:00,P1,Ringo,Information Technology,53.4088,33.075
4/30/2019 0:00,P2,John,Industrials,50.8816,36.7598
4/30/2019 0:00,P3,Paul,Industrials,62.7109,36.294398
4/30/2019 0:00,P4,George,Materials,100.674,55.3994
4/30/2019 0:00,P5,Ringo,Consumer Discretionary,77.86,27.8516
4/30/2019 0:00,P1,John,Consumer Discretionary,13.6148,9.9862
4/30/2019 0:00,P2,Paul,Industrials,75.1464,53.786712
4/30/2019 0:00,P3,George,Industrials,73.62,54.145
4/30/2019 0:00,P4,Ringo,Financials,47.65,36.2698
4/30/2019 0:00,P5,John,Materials,20.0475,10.829
4/30/2019 0:00,P1,Paul,Consumer Discretionary,34.9664,20.5996
4/30/2019 0:00,P2,George,Consumer Discretionary,63.6608,47.53
4/30/2019 0:00,P3,Ringo,Information Technology,140.7384,96.0008
4/30/2019 0:00,P4,John,Industrials,227.2446,178.3012
4/30/2019 0:00,P5,Paul,Industrials,29.9782,14.4158
4/30/2019 0:00,P1,George,Real Estate,25.72,18.4534
4/30/2019 0:00,P2,Ringo,Consumer Staples,65.0046,48.657
4/30/2019 0:00,P3,John,Consumer Discretionary,46.76,31.2816
4/30/2019 0:00,P4,Paul,Consumer Discretionary,109.905,78.2628
4/30/2019 0:00,P5,George,Health Care,87.7492,62.48382
4/30/2019 0:00,P1,Ringo,Information Technology,115.5252,74.9406
4/30/2019 0:00,P2,John,Financials,271.0521,205.4276
4/30/2019 0:00,P3,Paul,Consumer Discretionary,36.828,28.2338
4/30/2019 0:00,P4,George,Industrials,292.1821,151.9
4/30/2019 0:00,P5,Ringo,Energy,57.86,37.41738
4/30/2019 0:00,P1,John,Consumer Discretionary,25.9873,18.522
4/30/2019 0:00,P2,Paul,Consumer Discretionary,63.4,43.6296
4/30/2019 0:00,P3,George,Information Technology,157.4566,102.0768
4/30/2019 0:00,P4,Ringo,Financials,58.608,45.423
4/30/2019 0:00,P5,John,Consumer Discretionary,116.2,86.1616
4/30/2019 0:00,P1,Paul,Health Care,106.84,69.7564
4/30/2019 0:00,P2,George,Real Estate,34.3434,22.344
4/30/2019 0:00,P3,Ringo,Energy,74.2698,41.3168
4/30/2019 0:00,P4,John,Health Care,95.3649,63.9744
4/30/2019 0:00,P5,Paul,Energy,56.5896,36.505
4/30/2019 0:00,P1,George,Information Technology,24.88,12.5587
4/30/2019 0:00,P2,Ringo,Consumer Discretionary,88.11,54.6742
4/30/2019 0:00,P3,John,Health Care,47.736,35.0448
4/30/2019 0:00,P4,Paul,Consumer Discretionary,205.52895,134.0836
4/30/2019 0:00,P5,George,Industrials,166.7813,116.9238
4/30/2019 0:00,P1,Ringo,Consumer Staples,37.62,29.155
4/30/2019 0:00,P2,John,Real Estate,21.0994,16.9148
4/30/2019 0:00,P3,Paul,Information Technology,24.1,15.0822
4/30/2019 0:00,P4,George,Health Care,299.217,185.2298
4/30/2019 0:00,P5,Ringo,Financials,16.1994,11.8972
4/30/2019 0:00,P1,John,Industrials,248.3712,179.7516
4/30/2019 0:00,P2,Paul,Health Care,194.7554,137.8174
4/30/2019 0:00,P3,George,Industrials,50.1738,37.0636
4/30/2019 0:00,P4,Ringo,Industrials,179.07,123.9896
4/30/2019 0:00,P5,John,Health Care,251.4597,154.859894
4/30/2019 0:00,P1,Paul,Health Care,154.6815,82.5258
4/30/2019 0:00,P2,George,Industrials,98.6467,75.7148
4/30/2019 0:00,P3,Ringo,Information Technology,51.867,32.5654
4/30/2019 0:00,P4,John,Financials,74.615044,55.664
4/30/2019 0:00,P5,Paul,Information Technology,180.9621,136.3474
4/30/2019 0:00,P1,George,Materials,67.6094,48.608
4/30/2019 0:00,P2,Ringo,Consumer Discretionary,25.9671,17.934
4/30/2019 0:00,P3,John,Materials,154.252,113.974
4/30/2019 0:00,P4,Paul,Information Technology,172.2959,109.662
4/30/2019 0:00,P5,George,Health Care,442.96,228.4443014
4/30/2019 0:00,P1,Ringo,Financials,38.0457,28.7728
4/30/2019 0:00,P2,John,Health Care,110.67,74.4212
4/30/2019 0:00,P3,Paul,Real Estate,42.3606,31.409
4/30/2019 0:00,P4,George,Industrials,126.49,81.683
4/30/2019 0:00,P5,Ringo,Industrials,71.4582,48.3238
4/30/2019 0:00,P1,John,Consumer Staples,143.68,97.5737
4/30/2019 0:00,P2,Paul,Health Care,146.8368,110.887
4/30/2019 0:00,P3,George,Industrials,43.4826,33.8198
4/30/2019 0:00,P4,Ringo,Financials,117.3529,80.0023
4/30/2019 0:00,P5,John,Information Technology,30.6504,23.3926
4/30/2019 0:00,P1,Paul,Industrials,114.85,79.9092
4/30/2019 0:00,P2,George,Consumer Staples,76.69,57.5848
4/30/2019 0:00,P3,Ringo,Financials,22.6644,15.9544
4/30/2019 0:00,P4,John,Consumer Staples,136.21,107.4766
4/30/2019 0:00,P5,Paul,Real Estate,25.15,14.0434
4/30/2019 0:00,P1,George,Energy,22.5225,16.2288
4/30/2019 0:00,P2,Ringo,Information Technology,119.217,84.6034
4/30/2019 0:00,P3,John,Consumer Discretionary,70.5228,34.4568
4/30/2019 0:00,P4,Paul,Consumer Staples,96.7923,70.609
4/30/2019 0:00,P5,George,Consumer Staples,34.4025,19.2962
4/30/2019 0:00,P1,Ringo,Consumer Discretionary,62.469,34.3
4/30/2019 0:00,P2,John,Industrials,220.89205,156.2414
4/30/2019 0:00,P3,Paul,Health Care,178.0807,127.68616
4/30/2019 0:00,P4,George,Information Technology,219.7,110.934236
4/30/2019 0:00,P5,Ringo,Consumer Discretionary,56.0694,41.16
4/30/2019 0:00,P1,John,Consumer Discretionary,72.8917,42.77411194
4/30/2019 0:00,P2,Paul,Financials,28.017,21.7854
4/30/2019 0:00,P3,George,Health Care,87.3082,74.1958
4/30/2019 0:00,P4,Ringo,Financials,84.9464,60.221
4/30/2019 0:00,P5,John,Consumer Discretionary,43.421301,27.293
4/30/2019 0:00,P1,Paul,Industrials,361.79,251.272
4/30/2019 0:00,P2,George,Financials,53.0541,44.1098
4/30/2019 0:00,P3,Ringo,Consumer Discretionary,106.8004,69.3448
4/30/2019 0:00,P4,John,Materials,124.389,76.4498
4/30/2019 0:00,P5,Paul,Financials,193.85,138.2976
4/30/2019 0:00,P1,George,Real Estate,69.0327,51.0776
4/30/2019 0:00,P2,Ringo,Consumer Discretionary,33.3927,17.0569
4/30/2019 0:00,P3,John,Energy,19.1296,10.339
4/30/2019 0:00,P4,Paul,Energy,73.53,46.4422
4/30/2019 0:00,P5,George,Consumer Discretionary,150.7021,83.66505
4/30/2019 0:00,P1,Ringo,Financials,86.54,67.9434
4/30/2019 0:00,P2,John,Materials,249.2064,187.2682
4/30/2019 0:00,P3,Paul,Industrials,46.445,30.6642
4/30/2019 0:00,P4,George,Information Technology,180.6522,103.684
4/30/2019 0:00,P5,Ringo,Consumer Discretionary,26.563,12.4558
4/30/2019 0:00,P1,John,Consumer Staples,111.8634,88.445
4/30/2019 0:00,P2,Paul,Consumer Discretionary,180.487,121.8728
4/30/2019 0:00,P3,George,Health Care,178.86,131.1436
4/30/2019 0:00,P4,Ringo,Health Care,90.6172,73.9312
4/30/2019 0:00,P5,John,Health Care,66.132,52.5574
4/30/2019 0:00,P1,Paul,Financials,56.0142,43.6884
4/30/2019 0:00,P2,George,Health Care,704.2326,450.1532
4/30/2019 0:00,P3,Ringo,Consumer Discretionary,38.7941,24.647
4/30/2019 0:00,P4,John,Consumer Discretionary,68.551,31.7324
4/30/2019 0:00,P5,Paul,Information Technology,97.1866,68.3648
4/30/2019 0:00,P1,George,Information Technology,49.89,22.1872
4/30/2019 0:00,P2,Ringo,Information Technology,97.9914,61.9556
4/30/2019 0:00,P3,John,Real Estate,113.169,85.211
4/30/2019 0:00,P4,Paul,Consumer Discretionary,286.85,205.702
4/30/2019 0:00,P5,George,Consumer Staples,100.0972,74.2742
4/30/2019 0:00,P1,Ringo,Consumer Staples,46.2854,38.4062
4/30/2019 0:00,P2,John,Materials,120.687,104.8306
4/30/2019 0:00,P3,Paul,Consumer Staples,71.6193,40.1996
4/30/2019 0:00,P4,George,Financials,170.5746,104.3504
4/30/2019 0:00,P5,Ringo,Financials,58.6305,39.2588
4/30/2019 0:00,P1,John,Information Technology,108.8578,75.6854
4/30/2019 0:00,P2,Paul,Health Care,48.7764,28.8022
4/30/2019 0:00,P3,George,Financials,84.9558,64.6604
4/30/2019 0:00,P4,Ringo,Energy,42.7329,29.302
4/30/2019 0:00,P5,John,Financials,16.8003,11.25138
4/30/2019 0:00,P1,Paul,Information Technology,62.778702,36.6814
4/30/2019 0:00,P2,George,Information Technology,292.5462,135.4948
4/30/2019 0:00,P3,Ringo,Consumer Discretionary,54.5292,23.373
4/30/2019 0:00,P4,John,Energy,43.3026,23.9218
4/30/2019 0:00,P5,Paul,Materials,41.6196,30.7916
4/30/2019 0:00,P1,George,Consumer Discretionary,17.29,11.76
4/30/2019 0:00,P2,Ringo,Consumer Discretionary,17.346,12.103
4/30/2019 0:00,P3,John,Utilities,161.2364,121.6964
4/30/2019 0:00,P4,Paul,Industrials,46.1873,33.5356
4/30/2019 0:00,P5,George,Consumer Discretionary,69.5183,49.343
4/30/2019 0:00,P1,Ringo,Utilities,27.2048,21.4914
4/30/2019 0:00,P2,John,Energy,38.808,22.5253
4/30/2019 0:00,P3,Paul,Consumer Discretionary,52.47,37.036552
4/30/2019 0:00,P4,George,Industrials,158.721399,107.0846
4/30/2019 0:00,P5,Ringo,Financials,109.9991,81.5066
4/30/2019 0:00,P1,John,Industrials,349.18,227.3404
4/30/2019 0:00,P2,Paul,Consumer Discretionary,60.2504,46.0208
4/30/2019 0:00,P3,George,Utilities,29.4822,14.2296
4/30/2019 0:00,P4,Ringo,Materials,70.48,50.6366
4/30/2019 0:00,P5,John,Information Technology,254.2554,93.2666
4/30/2019 0:00,P1,Paul,Consumer Discretionary,276.4377,166.0414
4/30/2019 0:00,P2,George,Energy,78.09,56.056
4/30/2019 0:00,P3,Ringo,Consumer Discretionary,88.4442,64.0136
4/30/2019 0:00,P4,John,Energy,61.36,46.1972
4/30/2019 0:00,P5,Paul,Information Technology,53.14,39.2098
4/30/2019 0:00,P1,George,Industrials,80.4869,60.6914
4/30/2019 0:00,P2,Ringo,Materials,131.1316,86.7006
4/30/2019 0:00,P3,John,Industrials,208.544,142.4724
4/30/2019 0:00,P4,Paul,Health Care,47.81205,31.4286
4/30/2019 0:00,P5,George,Information Technology,71.638,53.116
4/30/2019 0:00,P1,Ringo,Information Technology,87.1832,39.1216
